Name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,Dew,humidity,Precipitation,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
JOSHIMATH,14-09-2020,25.6,16.7,20.5,25.6,16.7,20.5,16.8,80.8,0.6,100,12.5,rain,,,,15.1,249.7,,28.3,,258.9,22.2,9,,2020-09-14T05:55:34,2020-09-14T18:18:29,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,remote
JOSHIMATH,15-09-2020,24.4,16.4,19.9,24.4,16.4,19.9,16.5,81.8,2.1,100,41.67,rain,,,,16.9,244,,63.5,,272.9,23.5,9,,2020-09-15T05:56:07,2020-09-15T18:17:13,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
JOSHIMATH,16-09-2020,25.1,16.3,20.3,25.1,16.3,20.3,17,83,0,0,0,,,,,16.2,244.4,,26.5,,264.7,22.8,9,,2020-09-16T05:56:40,2020-09-16T18:15:57,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
JOSHIMATH,17-09-2020,26,16.3,20.7,26,16.3,20.7,17.4,83.2,0,0,0,,,,,17.6,242.2,,34.6,,271.8,23.4,9,,2020-09-17T05:57:14,2020-09-17T18:14:41,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
JOSHIMATH,18-09-2020,25.9,17,20.8,25.9,17,20.8,17.2,81.1,0,0,0,,,,,16.9,243,,27.7,,267.9,23.3,9,,2020-09-18T05:57:48,2020-09-18T18:13:24,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
JOSHIMATH,19-09-2020,26,16.7,20.6,26,16.7,20.6,15.5,74.6,0,0,0,,,,,15.8,232.9,,34.8,,279.5,24.1,9,,2020-09-19T05:58:21,2020-09-19T18:12:08,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
JOSHIMATH,20-09-2020,26.2,15,20.1,26.2,15,20.1,12.2,64.2,0,0,0,,,,,13,221.1,,9.1,,292.7,25.4,10,,2020-09-20T05:58:55,2020-09-20T18:10:52,0.1,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,21-09-2020,26.2,15.7,20.5,26.2,15.7,20.5,13.2,64.6,0,0,0,,,,,15.5,250.9,,18.8,,273.3,23.6,9,,2020-09-21T05:59:29,2020-09-21T18:09:35,0.13,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,22-09-2020,24.8,16,20.1,24.8,16,20.1,15.5,76.5,1.4,100,41.67,rain,,,,13.7,231,,30,,248.6,21.4,9,,2020-09-22T06:00:03,2020-09-22T18:08:19,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
JOSHIMATH,23-09-2020,24.9,16.8,19.8,24.9,16.8,19.8,16.6,83.3,1.2,100,16.67,rain,,,,16.2,242.5,,64.9,,183.6,15.9,7,,2020-09-23T06:00:37,2020-09-23T18:07:03,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,remote
JOSHIMATH,24-09-2020,25.4,16.2,19.8,25.4,16.2,19.8,16,81.2,1.1,100,20.83,rain,,,,16.2,259.4,,38.3,,267.1,23.1,9,,2020-09-24T06:01:11,2020-09-24T18:05:47,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,remote
JOSHIMATH,25-09-2020,24.8,14,18.9,24.8,14,18.9,13.6,73.6,0.5,100,20.83,rain,,,,16.9,268.5,,12.8,,274.1,23.6,9,,2020-09-25T06:01:45,2020-09-25T18:04:31,0.27,Rain,Clear conditions throughout the day with rain clearing later.,rain,remote
JOSHIMATH,26-09-2020,23.9,12.3,17.9,23.9,12.3,17.9,9.4,60.9,0,0,0,,,,,14.8,262.7,,2.3,,281,24.3,9,,2020-09-26T06:02:20,2020-09-26T18:03:15,0.31,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,27-09-2020,24.2,11.6,17.5,24.2,11.6,17.5,7.7,54.5,0,0,0,,,,,14.4,181.9,,7.3,,264.5,22.8,9,,2020-09-27T06:02:55,2020-09-27T18:01:59,0.34,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,28-09-2020,24.8,13.8,18.4,24.8,13.8,18.4,9.6,58.4,0,0,0,,,,,13.7,263.4,,0,,275.9,23.8,9,,2020-09-28T06:03:30,2020-09-28T18:00:44,0.37,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,29-09-2020,25.7,14.4,18.8,25.7,14.4,18.8,8.9,55,0,0,0,,,,,15.8,270.8,,6.5,,276.1,23.8,9,,2020-09-29T06:04:05,2020-09-29T17:59:29,0.41,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,30-09-2020,25.7,14.2,18.8,25.7,14.2,18.8,8.7,53.7,0,0,0,,,,,16.2,218.3,,4.3,,272.9,23.6,9,,2020-09-30T06:04:40,2020-09-30T17:58:14,0.44,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,01-10-2020,25.5,13.3,18.5,25.5,13.3,18.5,9.6,58.6,0,0,0,,,,,15.5,236.4,,3.7,,267.4,23.2,9,,2020-10-01T06:05:16,2020-10-01T17:57:00,0.48,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,02-10-2020,25.6,14.3,19,25.6,14.3,19,10.7,60.8,0,0,0,,,,,16.9,249.2,,1,,266.2,22.9,9,,2020-10-02T06:05:51,2020-10-02T17:55:46,0.5,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,03-10-2020,25.1,14.2,18.8,25.1,14.2,18.8,10.7,61.5,0,0,0,,,,,16.2,232.8,,4.5,,265,22.8,9,,2020-10-03T06:06:27,2020-10-03T17:54:32,0.55,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,04-10-2020,25.3,14.6,18.9,25.3,14.6,18.9,10.8,62.3,0,0,0,,,,,16.2,220,,7.1,,258.8,22.3,9,,2020-10-04T06:07:04,2020-10-04T17:53:19,0.58,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,05-10-2020,25.7,14.2,18.8,25.7,14.2,18.8,10.3,59.8,0,0,0,,,,,18,230.9,,1.5,,260.1,22.4,9,,2020-10-05T06:07:40,2020-10-05T17:52:06,0.61,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,06-10-2020,26,14,18.7,26,14,18.7,7.9,51.8,0,0,0,,,,,16.9,222.1,,0,,263.7,22.8,9,,2020-10-06T06:08:17,2020-10-06T17:50:53,0.65,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,07-10-2020,25,13,18.1,25,13,18.1,6.2,47.7,0,0,0,,,,,18,252,,0,,264.8,22.9,9,,2020-10-07T06:08:54,2020-10-07T17:49:41,0.68,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,08-10-2020,24.8,13.1,17.9,24.8,13.1,17.9,6.1,47.9,0,0,0,,,,,17.3,251.6,,0.4,,262.4,22.8,9,,2020-10-08T06:09:32,2020-10-08T17:48:30,0.71,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,09-10-2020,25.7,12.8,18.4,25.7,12.8,18.4,5.3,44.6,0,0,0,,,,,17.6,250.2,,0,,261.7,22.7,9,,2020-10-09T06:10:10,2020-10-09T17:47:19,0.75,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,10-10-2020,26.7,13.1,18.6,26.7,13.1,18.6,4.5,43.1,0,0,0,,,,,16.9,262,,6.3,,262.9,22.7,9,,2020-10-10T06:10:48,2020-10-10T17:46:09,0.75,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,11-10-2020,26.1,14.1,18.9,26.1,14.1,18.9,6.5,46.6,0,0,0,,,,,16.9,232.4,,14.3,,253.4,21.7,9,,2020-10-11T06:11:26,2020-10-11T17:44:59,0.81,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,12-10-2020,25.7,13.9,18.6,25.7,13.9,18.6,8.8,55,0,0,0,,,,,17.6,210.1,,3.4,,246.4,21.4,9,,2020-10-12T06:12:05,2020-10-12T17:43:50,0.85,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,13-10-2020,24.9,13.6,18.5,24.9,13.6,18.5,9.1,56.4,0,0,0,,,,,16.2,201.6,,3.4,,234.4,20.3,8,,2020-10-13T06:12:44,2020-10-13T17:42:41,0.88,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,14-10-2020,25.7,14.3,18.8,25.7,14.3,18.8,7.9,51.2,0,0,0,,,,,15.8,221,,10.7,,241,20.9,9,,2020-10-14T06:13:24,2020-10-14T17:41:34,0.91,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,15-10-2020,25.9,13.4,18.5,25.9,13.4,18.5,6.3,47.7,0,0,0,,,,,17.3,248.2,,2.3,,243.6,21,9,,2020-10-15T06:14:04,2020-10-15T17:40:27,0.95,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,16-10-2020,25.6,12.9,18,25.6,12.9,18,4.9,44.6,0,0,0,,,,,17.3,237.6,,13.5,,241.9,21,9,,2020-10-16T06:14:44,2020-10-16T17:39:20,0.98,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,17-10-2020,25.8,12.9,17.9,25.8,12.9,17.9,3,40.1,0,0,0,,,,,17.6,234.6,,0.1,,246.8,21.4,9,,2020-10-17T06:15:25,2020-10-17T17:38:15,0,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,18-10-2020,26.2,12.9,18.1,26.2,12.9,18.1,3.7,40.9,0,0,0,,,,,18,233.9,,0,,242.4,20.9,8,,2020-10-18T06:16:06,2020-10-18T17:37:10,0.05,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,19-10-2020,25.2,12.6,17.6,25.2,12.6,17.6,4.6,44.6,0,0,0,,,,,19.1,225,,0,,238.2,20.5,8,,2020-10-19T06:16:48,2020-10-19T17:36:06,0.08,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,20-10-2020,24.4,11.5,17,24.4,11.5,17,3.8,44.1,0,0,0,,,,,17.3,173.7,,0.2,,235.7,20.4,8,,2020-10-20T06:17:30,2020-10-20T17:35:03,0.12,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,21-10-2020,23.2,10.5,16,23.2,10.5,16,2.5,42.7,0,0,0,,,,,15.8,181.5,,0.2,,233.7,20.3,8,,2020-10-21T06:18:12,2020-10-21T17:34:01,0.15,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,22-10-2020,21.2,11.1,15.7,21.2,11.1,15.7,5.1,51.1,0,0,0,,,,,13,189.6,,29.5,,185.9,15.8,6,,2020-10-22T06:18:55,2020-10-22T17:33:00,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
JOSHIMATH,23-10-2020,23.1,10.3,15.7,23.1,10.3,15.7,3.8,48,0,0,0,,,,,17.3,207.9,,1.2,,227,19.7,8,,2020-10-23T06:19:38,2020-10-23T17:32:00,0.25,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,24-10-2020,23.4,10.4,15.6,23.4,10.4,15.6,1.6,41.5,0,0,0,,,,,17.3,226,,0,,231.8,20,8,,2020-10-24T06:20:21,2020-10-24T17:31:01,0.25,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,25-10-2020,22.9,9.3,14.9,22.9,8.2,14.8,0,39.7,0,0,0,,,,,19.1,194.7,,0,,230,19.9,8,,2020-10-25T06:21:05,2020-10-25T17:30:03,0.29,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,26-10-2020,21.1,9.5,14,21.1,9.1,14,-0.3,40.6,0,0,0,,,,,20.5,278.2,,0.2,,222.2,19.2,8,,2020-10-26T06:21:50,2020-10-26T17:29:06,0.32,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,27-10-2020,22.7,10.2,14.7,22.7,10.2,14.7,-1.3,35.6,0,0,0,,,,,16.2,243.1,,0,,228.3,19.6,8,,2020-10-27T06:22:35,2020-10-27T17:28:10,0.35,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,28-10-2020,23,10.1,15.1,23,10.1,15.1,-0.9,35.5,0,0,0,,,,,16.2,225.4,,0,,226.5,19.5,8,,2020-10-28T06:23:20,2020-10-28T17:27:15,0.39,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,29-10-2020,21.9,9.3,14.6,21.9,8.7,14.6,1.4,42.3,0,0,0,,,,,16.6,155.1,,0.1,,219.8,19.1,8,,2020-10-29T06:24:06,2020-10-29T17:26:22,0.42,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,30-10-2020,23,8.9,14.8,23,7.6,14.4,1,42.2,0,0,0,,,,,16.2,145.5,,0,,223.7,19.4,8,,2020-10-30T06:24:52,2020-10-30T17:25:29,0.45,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,31-10-2020,23.7,9.5,15.7,23.7,8.2,15.4,3.8,47.6,0,0,0,,,,,15.8,138.8,,2.4,,216,18.7,8,,2020-10-31T06:25:38,2020-10-31T17:24:38,0.5,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,01-11-2020,23,10.1,15.4,23,10.1,15.4,4.7,51.3,0,0,0,,,,,20.5,138.3,,1.1,,208.7,18,8,,2020-11-01T06:26:25,2020-11-01T17:23:48,0.52,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,02-11-2020,21.9,10.7,15,21.9,10.7,15,4.9,53.2,0,0,0,,,,,18.7,157.5,,4.1,,203.3,17.5,7,,2020-11-02T06:27:12,2020-11-02T17:22:59,0.56,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,03-11-2020,21.3,9.7,14,21.3,9.2,14,2.5,48.6,0,0,0,,,,,17.6,174.9,,0.8,,201.5,17.2,7,,2020-11-03T06:28:00,2020-11-03T17:22:12,0.59,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,04-11-2020,20.4,8.7,13.1,20.4,7.9,12.8,2.2,49.7,0,0,0,,,,,19.1,261.5,,2.1,,197.9,17.1,7,,2020-11-04T06:28:48,2020-11-04T17:21:25,0.63,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,05-11-2020,20.6,7.3,12.5,20.6,6.2,12.1,0.5,47.2,0,0,0,,,,,17.3,259.4,,0.3,,205.8,17.6,8,,2020-11-05T06:29:36,2020-11-05T17:20:40,0.66,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,06-11-2020,21.2,7.7,12.9,21.2,6.5,12.4,-3.4,35.6,0,0,0,,,,,17.6,293.3,,0,,214.1,18.4,8,,2020-11-06T06:30:25,2020-11-06T17:19:57,0.69,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,07-11-2020,21.3,7.4,12.8,21.3,6.4,12.5,-6.2,28.3,0,0,0,,,,,19.4,243.8,,0,,213.1,18.4,8,,2020-11-07T06:31:14,2020-11-07T17:19:15,0.73,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,08-11-2020,21,7.5,12.8,21,7.5,12.7,-5.5,29.5,0,0,0,,,,,16.6,247.2,,0,,202.7,17.6,7,,2020-11-08T06:32:03,2020-11-08T17:18:34,0.75,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,09-11-2020,21.3,7.6,12.9,21.3,6.6,12.6,-5.4,29.5,0,0,0,,,,,13.7,156.6,,2.2,,201,17.5,7,,2020-11-09T06:32:53,2020-11-09T17:17:55,0.8,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,10-11-2020,20.9,8.7,13.6,20.9,7.7,13.3,-3.4,32.4,0,0,0,,,,,14.8,147.1,,33.6,,183.4,15.8,6,,2020-11-10T06:33:43,2020-11-10T17:17:17,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
JOSHIMATH,11-11-2020,20.4,7.1,12.6,20.4,6.1,12.3,-3.1,35.8,0,0,0,,,,,14,125.8,,2.1,,206.3,17.9,8,,2020-11-11T06:34:33,2020-11-11T17:16:41,0.86,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,12-11-2020,20.8,5.9,12.4,20.8,4.3,11.9,-6.4,29.3,0,0,0,,,,,12.2,165.9,,15.7,,208.1,18,8,,2020-11-12T06:35:23,2020-11-12T17:16:06,0.9,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,13-11-2020,21.7,7.8,13.1,21.7,6.8,12.8,-5.3,30,0,0,0,,,,,16.2,274.3,,0,,203.5,17.5,8,,2020-11-13T06:36:13,2020-11-13T17:15:33,0.93,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,14-11-2020,21.3,8.3,13.5,21.3,7.5,13.3,-4.4,30.9,0,0,0,,,,,15.5,196.6,,40.9,,175.1,15.1,6,,2020-11-14T06:37:04,2020-11-14T17:15:01,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
JOSHIMATH,15-11-2020,20.1,8.4,13.1,20.1,6.9,13,-1.3,38.7,0.8,100,16.67,rain,,,,16.9,167.3,,64.4,,178.3,15.4,7,,2020-11-15T06:37:55,2020-11-15T17:14:31,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,remote
JOSHIMATH,16-11-2020,16.2,6.1,10.5,16.2,4.7,10.1,2,57.6,2.6,100,45.83,rain,,,,13.3,249.9,,24.4,,179.5,15.5,7,,2020-11-16T06:38:46,2020-11-16T17:14:02,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,remote
JOSHIMATH,17-11-2020,18.1,5.2,10.2,18.1,3.6,9.6,-3.3,41.8,0,0,0,,,,,13,305.3,,1,,197.1,17.1,7,,2020-11-17T06:39:37,2020-11-17T17:13:35,0.07,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,18-11-2020,18,5,10.2,18,3.6,9.9,-6.2,32.9,0,0,0,,,,,12.6,191.3,,0,,197.5,17.1,7,,2020-11-18T06:40:28,2020-11-18T17:13:10,0.1,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,19-11-2020,16.7,3.8,9.3,16.7,1.6,8.7,-3.7,42.9,0,0,0,,,,,16.6,177.7,,10.4,,182.1,15.8,7,,2020-11-19T06:41:19,2020-11-19T17:12:46,0.13,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,20-11-2020,16.7,3.3,9,16.7,1,8.2,-1.5,51.7,0,0,0,,,,,15.1,284,,1,,187.2,16.2,7,,2020-11-20T06:42:10,2020-11-20T17:12:24,0.17,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,21-11-2020,16.2,3.9,8.6,16.2,1.8,7.9,-7.3,35.4,0,0,0,,,,,18,270.6,,0,,193.3,16.6,7,,2020-11-21T06:43:01,2020-11-21T17:12:04,0.2,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,22-11-2020,17.5,3.4,9.2,17.5,1.7,8.7,-10.4,26.3,0,0,0,,,,,17.3,254.3,,21.3,,191.1,16.4,7,,2020-11-22T06:43:52,2020-11-22T17:11:45,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
JOSHIMATH,23-11-2020,16,5.3,9.7,16,3.9,9.4,-7.8,29.7,0,0,0,,,,,13.3,294.2,,34.4,,126.9,10.9,5,,2020-11-23T06:44:43,2020-11-23T17:11:28,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
JOSHIMATH,24-11-2020,16.4,3.2,8.9,16.4,0.6,8,-5,39.4,0,0,0,,,,,13.7,96.5,,60.7,,129.8,11.1,5,,2020-11-24T06:45:34,2020-11-24T17:11:13,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
JOSHIMATH,25-11-2020,17.1,3.8,9.2,17.1,1.2,8.1,-2,48.1,0.7,100,16.67,rain,,,,13.7,91.3,,51.3,,138.9,12,6,,2020-11-25T06:46:24,2020-11-25T17:10:59,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,remote
JOSHIMATH,26-11-2020,16.2,5.6,9.7,16.2,3.6,9,0.5,55.8,0.5,100,20.83,rain,,,,15.1,130.7,,55,,138,12,6,,2020-11-26T06:47:14,2020-11-26T17:10:47,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,remote
JOSHIMATH,27-11-2020,19.6,4.7,10.9,19.6,2.8,10.2,-2.5,43.5,0,0,0,,,,,17.6,268.1,,2.6,,183.6,15.8,7,,2020-11-27T06:48:04,2020-11-27T17:10:37,0.4,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,28-11-2020,20.8,6.9,12.5,20.8,6.1,12.3,-7.3,26.3,0,0,0,,,,,17.3,262.3,,21,,186.8,16.1,7,,2020-11-28T06:48:54,2020-11-28T17:10:29,0.43,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,remote
JOSHIMATH,29-11-2020,19.9,8.9,12.7,19.9,8.9,12.7,-5.9,28,0,0,0,,,,,15.1,271.8,,62.9,,146.1,12.7,6,,2020-11-29T06:49:44,2020-11-29T17:10:22,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
JOSHIMATH,30-11-2020,19.9,8.1,12.3,19.9,7.5,12.2,-4.7,32.1,0,0,0,,,,,17.3,263.8,,12.2,,178.1,15.4,7,,2020-11-30T06:50:33,2020-11-30T17:10:17,0.5,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,01-12-2020,19.9,8.1,12.3,19.9,7.5,12.2,-3.8,34.1,0,0,0,,,,,16.2,231.7,,1.2,,174.6,15.3,7,,2020-12-01T06:51:21,2020-12-01T17:10:14,0.53,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,02-12-2020,19.5,7.5,11.6,19.5,7.5,11.6,-3.2,37.3,0,0,0,,,,,19.4,268,,0,,179.2,15.6,7,,2020-12-02T06:52:09,2020-12-02T17:10:13,0.57,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,03-12-2020,19,7.1,11.1,19,6.3,10.9,-3.7,37,0,0,0,,,,,17.6,218.2,,0,,175.5,15.2,7,,2020-12-03T06:52:57,2020-12-03T17:10:13,0.6,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,04-12-2020,18.8,6,10.8,18.8,5.2,10.7,-4.9,34.8,0,0,0,,,,,16.9,260.4,,0,,175,15.1,7,,2020-12-04T06:53:44,2020-12-04T17:10:15,0.64,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,05-12-2020,17.5,5.9,10.3,17.5,4.9,9.9,-3.5,39.2,0,0,0,,,,,18,273.8,,8.6,,169.3,14.7,7,,2020-12-05T06:54:30,2020-12-05T17:10:18,0.67,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,06-12-2020,17.9,4.9,10.2,17.9,3.3,9.7,-3.8,39.6,0,0,0,,,,,16.6,299.5,,13.1,,164.7,14.3,6,,2020-12-06T06:55:16,2020-12-06T17:10:24,0.71,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,07-12-2020,19,6.8,11.4,19,5.9,11.1,-5.4,32.1,0,0,0,,,,,19.4,275,,4.2,,174.1,14.9,7,,2020-12-07T06:56:01,2020-12-07T17:10:31,0.74,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,08-12-2020,19.8,8,12.1,19.8,6.8,11.9,-4.3,33.2,0,0,0,,,,,17.6,294.6,,24.1,,169.8,14.7,7,,2020-12-08T06:56:46,2020-12-08T17:10:40,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
JOSHIMATH,09-12-2020,19.9,6.7,11.7,19.9,5.2,11.2,-4.5,33.9,0,0,0,,,,,17.6,313.1,,48.9,,145.4,12.5,6,,2020-12-09T06:57:29,2020-12-09T17:10:50,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
JOSHIMATH,10-12-2020,19.3,7.2,11.8,19.3,6.4,11.6,-3.8,35.5,0,0,0,,,,,16.6,287,,17.2,,174,14.8,7,,2020-12-10T06:58:12,2020-12-10T17:11:02,0.85,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,11-12-2020,19.3,6.3,11.3,19.3,4.9,10.8,-4.9,34.4,0.1,100,4.17,rain,,,,13.3,285.1,,0,,173.9,14.8,7,,2020-12-11T06:58:54,2020-12-11T17:11:16,0.88,Rain,Clear conditions throughout the day with late afternoon rain.,rain,remote
JOSHIMATH,12-12-2020,13.6,5.4,8.6,13.6,3.8,8.2,0.4,58.1,9.1,100,79.17,rain,,,,13.7,139.5,,20.1,,133,11.5,5,,2020-12-12T06:59:35,2020-12-12T17:11:32,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,remote
JOSHIMATH,13-12-2020,15.9,3.4,8.1,15.9,1,7.2,-2,52.4,0,0,0,,,,,10.4,358.7,,1.9,,175.1,14.9,7,,2020-12-13T07:00:15,2020-12-13T17:11:49,0.95,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,14-12-2020,16.1,3,8.1,16.1,0.9,7.2,-7.1,35.4,0,0,0,,,,,13.7,97.3,,0.9,,177.8,15.4,7,,2020-12-14T07:00:54,2020-12-14T17:12:07,0,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,15-12-2020,14.8,2.3,7.4,14.8,0.2,6.6,-6.7,38.2,0,0,0,,,,,14,133.4,,11,,175.8,15.2,7,,2020-12-15T07:01:32,2020-12-15T17:12:28,0.02,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,16-12-2020,13.8,1.8,6.4,13.8,-0.7,5.4,-5.1,46.4,0,0,0,,,,,11.5,127.8,,1.7,,170.4,14.8,7,,2020-12-16T07:02:09,2020-12-16T17:12:49,0.05,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,17-12-2020,15.1,0.7,6.5,15.1,-1.8,5.1,-10.5,31.7,0,0,0,,,,,15.1,327.8,,0,,178.1,15.5,7,,2020-12-17T07:02:44,2020-12-17T17:13:13,0.08,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,18-12-2020,15.8,1.2,6.8,15.8,-1.2,5.8,-12.9,25.6,0,0,0,,,,,15.1,324.5,,0,,179.1,15.4,7,,2020-12-18T07:03:19,2020-12-18T17:13:38,0.12,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,19-12-2020,16.8,1.3,7.6,16.8,-1.1,6.6,-13.1,24.1,0,0,0,,,,,15.8,314.2,,0,,179.7,15.5,7,,2020-12-19T07:03:52,2020-12-19T17:14:04,0.15,Clear,Clear conditions throughout the day.,clear-day,remote
JOSHIMATH,20-12-2020,18.6,4.5,9.6,18.6,2.9,9,-11,24,0,0,0,,,,,17.3,308.7,,45.5,,172.5,14.9,7,,2020-12-20T07:04:24,2020-12-20T17:14:32,0.18,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,remote
JOSHIMATH,21-12-2020,17.8,5.6,10.1,17.8,4.1,9.7,-8.9,26.8,0,0,0,,,,,14,319.1,,55.4,,127.3,10.9,6,,2020-12-21T07:04:55,2020-12-21T17:15:01,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
